test_id,original_index,title,clone_domain_label,similarity_score,clone_type
7356710,6096495,Secure Hash,java,0.9567143,3
7372311,6096495,Secure Hash,java,0.9726193,3
7384218,6096495,Secure Hash,java,0.95122737,3
7384220,6096495,Secure Hash,java,0.94784105,3
7386971,6096495,Secure Hash,java,0.9800632,3
7409728,6096495,Secure Hash,java,0.9449315,3
7421563,6096495,Secure Hash,java,0.96897036,3
7504901,6096495,Secure Hash,java,0.96289015,3
7505934,6096495,Secure Hash,java,0.9749066,3
7511780,6096495,Secure Hash,java,0.968487,3
7550876,6096495,Secure Hash,java,0.95018095,3
7553634,6096495,Secure Hash,java,0.9660399,3
7556871,6096495,Secure Hash,java,0.95872533,3
7561955,6096495,Secure Hash,java,0.9656111,3
7564559,6096495,Secure Hash,java,0.96938694,3
7564560,6096495,Secure Hash,java,0.96938694,3
7574033,6096495,Secure Hash,java,0.9604646,3
7574034,6096495,Secure Hash,java,0.9628812,3
7634979,6096495,Secure Hash,java,0.97997785,3
7663603,6096495,Secure Hash,java,0.9785383,3
7680527,6096495,Secure Hash,java,0.9612348,3
7736983,6096495,Secure Hash,java,0.96613985,3
7761195,6096495,Secure Hash,java,0.9803521,3
7791429,6096495,Secure Hash,java,0.9659333,3
7794666,6096495,Secure Hash,java,0.9566005,3
7839811,6096495,Secure Hash,java,0.97036934,3
7847812,6096495,Secure Hash,java,0.9453306,3
7847872,6096495,Secure Hash,java,0.9611347,3
7847873,6096495,Secure Hash,java,0.9550211,3
7869789,6096495,Secure Hash,java,0.97026104,3
7893892,6096495,Secure Hash,java,0.97091275,3
7895612,6096495,Secure Hash,java,0.97115123,3
7902500,6096495,Secure Hash,java,0.95632976,3
7911674,6096495,Secure Hash,java,0.98061395,3
7922492,6096495,Secure Hash,java,0.97582793,3
7948308,6096495,Secure Hash,java,0.952903,3
7960119,6096495,Secure Hash,java,0.95809054,3
7981027,6096495,Secure Hash,java,0.97242194,3
7981028,6096495,Secure Hash,java,0.97332513,3
7981642,6096495,Secure Hash,java,0.9547386,3
7996909,6096495,Secure Hash,java,0.96743786,3
8009241,6096495,Secure Hash,java,0.9733473,3
8024375,6096495,Secure Hash,java,0.95218945,3
8029335,6096495,Secure Hash,java,0.9552187,3
8047989,6096495,Secure Hash,java,0.97601026,3
8064604,6096495,Secure Hash,java,0.95240164,3
8075170,6096495,Secure Hash,java,0.95231605,3
8087001,6096495,Secure Hash,java,0.9622713,3
8143340,6096495,Secure Hash,java,0.968838,3
8143636,6096495,Secure Hash,java,0.9652334,3
8143637,6096495,Secure Hash,java,0.967129,3
8162671,6096495,Secure Hash,java,0.95145464,3
8164056,6096495,Secure Hash,java,0.9727417,3
8200307,6096495,Secure Hash,java,0.97547925,3
8211013,6096495,Secure Hash,java,0.98042816,3
8232814,6096495,Secure Hash,java,0.96018136,3
8250472,6096495,Secure Hash,java,0.97710156,3
8258096,6096495,Secure Hash,java,0.972407,3
8309142,6096495,Secure Hash,java,0.94926924,3
8320377,6096495,Secure Hash,java,0.9767705,3
8320469,6096495,Secure Hash,java,0.96677047,3
8335460,6096495,Secure Hash,java,0.9537749,3
8335461,6096495,Secure Hash,java,0.95430624,3
8372228,6096495,Secure Hash,java,0.9584602,3
8372919,6096495,Secure Hash,java,0.97735393,3
8385785,6096495,Secure Hash,java,0.96146274,3
8416636,6096495,Secure Hash,java,0.97503656,3
8416639,6096495,Secure Hash,java,0.95722604,3
8428267,6096495,Secure Hash,java,0.97771716,3
8446876,6096495,Secure Hash,java,0.9674585,3
8446877,6096495,Secure Hash,java,0.9707973,3
8514403,6096495,Secure Hash,java,0.9762819,3
8523633,6096495,Secure Hash,java,0.9624524,3
8558207,6096495,Secure Hash,java,0.9712618,3
8581121,6096495,Secure Hash,java,0.971497,3
8587767,6096495,Secure Hash,java,0.97167945,3
8639730,6096495,Secure Hash,java,0.9754141,3
8667872,6096495,Secure Hash,java,0.974251,3
8678081,6096495,Secure Hash,java,0.9767753,3
8696200,6096495,Secure Hash,java,0.97751904,3
8708052,6096495,Secure Hash,java,0.94220877,3
8748514,6096495,Secure Hash,java,0.9530815,3
8764605,6096495,Secure Hash,java,0.9628793,3
8769373,6096495,Secure Hash,java,0.95218945,3
8801417,6096495,Secure Hash,java,0.9467919,3
8841555,6096495,Secure Hash,java,0.96907747,3
8848809,6096495,Secure Hash,java,0.9655509,3
8854731,6096495,Secure Hash,java,0.97746754,3
8908943,6096495,Secure Hash,java,0.9625648,3
8912608,6096495,Secure Hash,java,0.97362125,3
8921716,6096495,Secure Hash,java,0.96146274,3
8966034,6096495,Secure Hash,java,0.97075623,3
8969949,6096495,Secure Hash,java,0.9736706,3
9013668,6096495,Secure Hash,java,0.97724295,3
9024096,6096495,Secure Hash,java,0.96806824,3
9034967,6096495,Secure Hash,java,0.9573643,3
9040190,6096495,Secure Hash,java,0.9448639,3
9040848,6096495,Secure Hash,java,0.9570468,3
9062063,6096495,Secure Hash,java,0.96253085,3
9070085,6096495,Secure Hash,java,0.96907747,3
9081749,6096495,Secure Hash,java,0.96656525,3
9099457,6096495,Secure Hash,java,0.9785769,3
9100840,6096495,Secure Hash,java,0.9741828,3
9104988,6096495,Secure Hash,java,0.9440917,3
9141694,6096495,Secure Hash,java,0.9540375,3
9141695,6096495,Secure Hash,java,0.9437635,3
9150851,6096495,Secure Hash,java,0.9790597,3
9191794,6096495,Secure Hash,java,0.977136,3
9218164,6096495,Secure Hash,java,0.9812091,3
9295754,6096495,Secure Hash,java,0.9546266,3
9304937,6096495,Secure Hash,java,0.9529151,3
9354771,6096495,Secure Hash,java,0.9775003,3
9361117,6096495,Secure Hash,java,0.9667993,3
9371421,6096495,Secure Hash,java,0.977285,3
9383862,6096495,Secure Hash,java,0.97371495,3
9399634,6096495,Secure Hash,java,0.9637414,3
9403118,6096495,Secure Hash,java,0.94728744,3
9415194,6096495,Secure Hash,java,0.96146274,3
9446690,6096495,Secure Hash,java,0.95653975,3
9456659,6096495,Secure Hash,java,0.9827849,3
9487010,6096495,Secure Hash,java,0.9518341,3
9516458,6096495,Secure Hash,java,0.96089226,3
9526428,6096495,Secure Hash,java,0.97725797,3
9550506,6096495,Secure Hash,java,0.9708865,3
9561059,6096495,Secure Hash,java,0.9699955,3
9568958,6096495,Secure Hash,java,0.95218945,3
9594116,6096495,Secure Hash,java,0.9618881,3
9613072,6096495,Secure Hash,java,0.9527765,3
9639432,6096495,Secure Hash,java,0.96542263,3
9689181,6096495,Secure Hash,java,0.95999026,3
9689565,6096495,Secure Hash,java,0.97941995,3
9719583,6096495,Secure Hash,java,0.95019746,3
9725104,6096495,Secure Hash,java,0.9732669,3
9728028,6096495,Secure Hash,java,0.9765259,3
9737790,6096495,Secure Hash,java,0.9613486,3
9766291,6096495,Secure Hash,java,0.96406996,3
9778726,6096495,Secure Hash,java,0.9654267,3
9782242,6096495,Secure Hash,java,0.9558041,3
9782243,6096495,Secure Hash,java,0.9487543,3
9792904,6096495,Secure Hash,java,0.96146274,3
9793984,6096495,Secure Hash,java,0.9638387,3
9796161,6096495,Secure Hash,java,0.9771625,3
9796809,6096495,Secure Hash,java,0.9805783,3
9826240,6096495,Secure Hash,java,0.9525925,3
9860858,6096495,Secure Hash,java,0.96828794,3
9860859,6096495,Secure Hash,java,0.953848,3
9895196,6096495,Secure Hash,java,0.9727339,3
9913187,6096495,Secure Hash,java,0.98036397,3
9918374,6096495,Secure Hash,java,0.944293,3
9918989,6096495,Secure Hash,java,0.9693258,3
9945506,6096495,Secure Hash,java,0.96941364,3
9983984,6096495,Secure Hash,java,0.961043,3
9996334,6096495,Secure Hash,java,0.97342587,3
10005623,6096495,Secure Hash,java,0.9478301,3
10005624,6096495,Secure Hash,java,0.97628427,3
10006171,6096495,Secure Hash,java,0.96274006,3
10013939,6096495,Secure Hash,java,0.94278526,3
10072636,6096495,Secure Hash,java,0.9684665,3
10095726,6096495,Secure Hash,java,0.9553704,3
10095870,6096495,Secure Hash,java,0.9794539,3
10104168,6096495,Secure Hash,java,0.9631427,3
10106324,6096495,Secure Hash,java,0.9704101,3
10106969,6096495,Secure Hash,java,0.96727276,3
10140299,6096495,Secure Hash,java,0.98130476,3
10142186,6096495,Secure Hash,java,0.9701004,3
10173088,6096495,Secure Hash,java,0.9796724,3
10174077,6096495,Secure Hash,java,0.9784321,3
10178931,6096495,Secure Hash,java,0.9784108,3
10193598,6096495,Secure Hash,java,0.9823404,3
10205542,6096495,Secure Hash,java,0.9797524,3
10214218,6096495,Secure Hash,java,0.977764,3
10222828,6096495,Secure Hash,java,0.9663365,3
10249398,6096495,Secure Hash,java,0.9615129,3
10272772,6096495,Secure Hash,java,0.9518353,3
10277293,6096495,Secure Hash,java,0.9695245,3
10277959,6096495,Secure Hash,java,0.9820868,3
10288424,6096495,Secure Hash,java,0.96453875,3
10293577,6096495,Secure Hash,java,0.9518341,3
10298327,6096495,Secure Hash,java,0.98151684,3
10298747,6096495,Secure Hash,java,0.95218945,3
10318835,6096495,Secure Hash,java,0.97808737,3
10349782,6096495,Secure Hash,java,0.9536814,3
10349788,6096495,Secure Hash,java,0.95963216,3
10350952,6096495,Secure Hash,java,0.9785383,3
10361370,6096495,Secure Hash,java,0.9799128,3
10379908,6096495,Secure Hash,java,0.97408533,3
10391753,6096495,Secure Hash,java,0.9620662,3
10425169,6096495,Secure Hash,java,0.95108485,3
10445018,6096495,Secure Hash,java,0.9615129,3
10453631,6096495,Secure Hash,java,0.9849328,3
10472751,6096495,Secure Hash,java,0.95219606,3
10516730,6096495,Secure Hash,java,0.9716653,3
10520135,6096495,Secure Hash,java,0.9555415,3
10521243,6096495,Secure Hash,java,0.97765917,3
10539421,6096495,Secure Hash,java,0.9688262,3
10589735,6096495,Secure Hash,java,0.9518341,3
10598290,6096495,Secure Hash,java,0.94506705,3
10654982,6096495,Secure Hash,java,0.9697598,3
10671991,6096495,Secure Hash,java,0.9701274,3
10715600,6096495,Secure Hash,java,0.9759729,3
10715601,6096495,Secure Hash,java,0.97938657,3
10728243,6096495,Secure Hash,java,0.95972747,3
10742462,6096495,Secure Hash,java,0.97618407,3
10752643,6096495,Secure Hash,java,0.9551282,3
10763720,6096495,Secure Hash,java,0.9698806,3
10771590,6096495,Secure Hash,java,0.9558606,3
10785895,6096495,Secure Hash,java,0.9491636,3
10785896,6096495,Secure Hash,java,0.9466966,3
10793696,6096495,Secure Hash,java,0.96146274,3
10816804,6096495,Secure Hash,java,0.9704834,3
10816827,6096495,Secure Hash,java,0.9544461,3
10829636,6096495,Secure Hash,java,0.97216356,3
10852631,6096495,Secure Hash,java,0.9518108,3
10871260,6096495,Secure Hash,java,0.9635632,3
10927077,6096495,Secure Hash,java,0.9724935,3
10933932,6096495,Secure Hash,java,0.9689143,3
10935129,6096495,Secure Hash,java,0.9533622,3
10957655,6096495,Secure Hash,java,0.97037095,3
10977091,6096495,Secure Hash,java,0.964934,3
11005804,6096495,Secure Hash,java,0.9799791,3
11018792,6096495,Secure Hash,java,0.97511435,3
11018793,6096495,Secure Hash,java,0.97839445,3
11046598,6096495,Secure Hash,java,0.9727057,3
11049257,6096495,Secure Hash,java,0.9526232,3
11090451,6096495,Secure Hash,java,0.9745911,3
11108280,6096495,Secure Hash,java,0.9777421,3
11121668,6096495,Secure Hash,java,0.97810453,3
11156659,6096495,Secure Hash,java,0.94838774,3
11159237,6096495,Secure Hash,java,0.9797117,3
11183087,6096495,Secure Hash,java,0.9618859,3
11200354,6096495,Secure Hash,java,0.9456855,3
11233303,6096495,Secure Hash,java,0.9506492,3
11237136,6096495,Secure Hash,java,0.9800632,3
11261168,6096495,Secure Hash,java,0.9486619,3
11270196,6096495,Secure Hash,java,0.98047763,3
11279071,6096495,Secure Hash,java,0.960096,3
11337538,6096495,Secure Hash,java,0.94353896,3
11352932,6096495,Secure Hash,java,0.9609624,3
11394767,6096495,Secure Hash,java,0.9688683,3
11418746,6096495,Secure Hash,java,0.9748074,3
11419588,6096495,Secure Hash,java,0.9809407,3
11501486,6096495,Secure Hash,java,0.9723673,3
11504871,6096495,Secure Hash,java,0.9483808,3
11507466,6096495,Secure Hash,java,0.9669249,3
11513043,6096495,Secure Hash,java,0.97091186,3
11591514,6096495,Secure Hash,java,0.9560007,3
11591523,6096495,Secure Hash,java,0.95439035,3
11592707,6096495,Secure Hash,java,0.95766526,3
11604443,6096495,Secure Hash,java,0.95319664,3
11650020,6096495,Secure Hash,java,0.97691107,3
11664406,6096495,Secure Hash,java,0.95439553,3
11719103,6096495,Secure Hash,java,0.9806569,3
11722050,6096495,Secure Hash,java,0.9443067,3
11733067,6096495,Secure Hash,java,0.97771275,3
11787058,6096495,Secure Hash,java,0.94015867,3
11796920,6096495,Secure Hash,java,0.9519242,3
11810425,6096495,Secure Hash,java,0.9600912,3
11843018,6096495,Secure Hash,java,0.9791693,3
11865905,6096495,Secure Hash,java,0.95329285,3
11865906,6096495,Secure Hash,java,0.96030515,3
11892341,6096495,Secure Hash,java,0.9761522,3
11893997,6096495,Secure Hash,java,0.9730439,3
11907560,6096495,Secure Hash,java,0.9702776,3
11910132,6096495,Secure Hash,java,0.977912,3
11939185,6096495,Secure Hash,java,0.97817606,3
11953289,6096495,Secure Hash,java,0.9608374,3
11968328,6096495,Secure Hash,java,0.97402096,3
11986407,6096495,Secure Hash,java,0.97316766,3
11986777,6096495,Secure Hash,java,0.957485,3
11992308,6096495,Secure Hash,java,0.96093976,3
11997195,6096495,Secure Hash,java,0.95218945,3
12096098,6096495,Secure Hash,java,0.9772679,3
12120684,6096495,Secure Hash,java,0.95632434,3
12128591,6096495,Secure Hash,java,0.97725946,3
12146394,6096495,Secure Hash,java,0.9548276,3
12174402,6096495,Secure Hash,java,0.970132,3
12174403,6096495,Secure Hash,java,0.9694224,3
12186496,6096495,Secure Hash,java,0.94908106,3
12194196,6096495,Secure Hash,java,0.93825495,3
12202663,6096495,Secure Hash,java,0.96261775,3
12202844,6096495,Secure Hash,java,0.96879596,3
12242903,6096495,Secure Hash,java,0.9772879,3
12243391,6096495,Secure Hash,java,0.97984695,3
12264241,6096495,Secure Hash,java,0.97446954,3
12264242,6096495,Secure Hash,java,0.97446954,3
12296632,6096495,Secure Hash,java,0.9536464,3
12296633,6096495,Secure Hash,java,0.9498623,3
12390626,6096495,Secure Hash,java,0.96664333,3
12408144,6096495,Secure Hash,java,0.98025143,3
12488277,6096495,Secure Hash,java,0.9484882,3
12493156,6096495,Secure Hash,java,0.97582924,3
12553787,6096495,Secure Hash,java,0.9742223,3
12555621,6096495,Secure Hash,java,0.9798554,3
12568442,6096495,Secure Hash,java,0.97487783,3
12577738,6096495,Secure Hash,java,0.9536464,3
12577739,6096495,Secure Hash,java,0.9497011,3
12606395,6096495,Secure Hash,java,0.96146274,3
12631774,6096495,Secure Hash,java,0.9768822,3
12730349,6096495,Secure Hash,java,0.97327113,3
12744196,6096495,Secure Hash,java,0.95203936,3
12744653,6096495,Secure Hash,java,0.9518353,3
12754505,6096495,Secure Hash,java,0.9773632,3
12760982,6096495,Secure Hash,java,0.97297704,3
12776677,6096495,Secure Hash,java,0.947927,3
12798072,6096495,Secure Hash,java,0.9672876,3
12819863,6096495,Secure Hash,java,0.9670715,3
12820117,6096495,Secure Hash,java,0.94824874,3
12822637,6096495,Secure Hash,java,0.94732296,3
12829110,6096495,Secure Hash,java,0.9634661,3
12829112,6096495,Secure Hash,java,0.937556,3
12835734,6096495,Secure Hash,java,0.968335,3
12863885,6096495,Secure Hash,java,0.96276903,3
12876684,6096495,Secure Hash,java,0.9690614,3
12879112,6096495,Secure Hash,java,0.9689883,3
12879117,6096495,Secure Hash,java,0.97451,3
12887758,6096495,Secure Hash,java,0.97881305,3
12935678,6096495,Secure Hash,java,0.97239655,3
12937087,6096495,Secure Hash,java,0.96018136,3
12940372,6096495,Secure Hash,java,0.9656901,3
12962189,6096495,Secure Hash,java,0.9794364,3
12973065,6096495,Secure Hash,java,0.95218945,3
12985350,6096495,Secure Hash,java,0.97547925,3
13012591,6096495,Secure Hash,java,0.9790516,3
13020691,6096495,Secure Hash,java,0.95353085,3
13024208,6096495,Secure Hash,java,0.9617654,3
13024538,6096495,Secure Hash,java,0.9736706,3
13031531,6096495,Secure Hash,java,0.97920084,3
13067555,6096495,Secure Hash,java,0.9702821,3
13139266,6096495,Secure Hash,java,0.97762597,3
13139267,6096495,Secure Hash,java,0.97762597,3
13206754,6096495,Secure Hash,java,0.97543836,3
13210305,6096495,Secure Hash,java,0.9718078,3
13233448,6096495,Secure Hash,java,0.95870787,3
13284020,6096495,Secure Hash,java,0.97512347,3
13337915,6096495,Secure Hash,java,0.97750235,3
13376846,6096495,Secure Hash,java,0.9777738,3
13395222,6096495,Secure Hash,java,0.96146274,3
13414771,6096495,Secure Hash,java,0.97657496,3
13433285,6096495,Secure Hash,java,0.9569406,3
13435154,6096495,Secure Hash,java,0.94015,3
13450574,6096495,Secure Hash,java,0.95189786,3
13481042,6096495,Secure Hash,java,0.9668337,3
13498121,6096495,Secure Hash,java,0.96695733,3
13498122,6096495,Secure Hash,java,0.95032984,3
13506128,6096495,Secure Hash,java,0.970603,3
13536658,6096495,Secure Hash,java,0.9507271,3
13541067,6096495,Secure Hash,java,0.96883786,3
13565787,6096495,Secure Hash,java,0.97493637,3
13569337,6096495,Secure Hash,java,0.9763637,3
13617295,6096495,Secure Hash,java,0.97101957,3
13627621,6096495,Secure Hash,java,0.9786309,3
13653638,6096495,Secure Hash,java,0.9820868,3
13673083,6096495,Secure Hash,java,0.95771044,3
13682237,6096495,Secure Hash,java,0.9525467,3
13703886,6096495,Secure Hash,java,0.9785393,3
13719500,6096495,Secure Hash,java,0.94340754,3
13720140,6096495,Secure Hash,java,0.9498209,3
13725475,6096495,Secure Hash,java,0.97972023,3
13746035,6096495,Secure Hash,java,0.97411716,3
13748907,6096495,Secure Hash,java,0.9807966,3
13771944,6096495,Secure Hash,java,0.9746646,3
13776078,6096495,Secure Hash,java,0.9509999,3
13792092,6096495,Secure Hash,java,0.96886253,3
13822269,6096495,Secure Hash,java,0.9757161,3
13826406,6096495,Secure Hash,java,0.9747484,3
13832862,6096495,Secure Hash,java,0.9565354,3
13848422,6096495,Secure Hash,java,0.97244775,3
13873860,6096495,Secure Hash,java,0.95666623,3
13901037,6096495,Secure Hash,java,0.9527595,3
13940356,6096495,Secure Hash,java,0.9812492,3
13946197,6096495,Secure Hash,java,0.972883,3
13946708,6096495,Secure Hash,java,0.94858587,3
13949581,6096495,Secure Hash,java,0.97726744,3
13952259,6096495,Secure Hash,java,0.96583486,3
13964423,6096495,Secure Hash,java,0.9720329,3
13974204,6096495,Secure Hash,java,0.95218945,3
13981689,6096495,Secure Hash,java,0.9682028,3
13994043,6096495,Secure Hash,java,0.9575753,3
14020143,6096495,Secure Hash,java,0.9493566,3
14020152,6096495,Secure Hash,java,0.95288396,3
14024978,6096495,Secure Hash,java,0.9663725,3
14032835,6096495,Secure Hash,java,0.9521223,3
14053882,6096495,Secure Hash,java,0.9785383,3
14075761,6096495,Secure Hash,java,0.97513247,3
14091098,6096495,Secure Hash,java,0.9508873,3
14175531,6096495,Secure Hash,java,0.9704764,3
14175532,6096495,Secure Hash,java,0.9688226,3
14190765,6096495,Secure Hash,java,0.94352084,3
14227643,6096495,Secure Hash,java,0.951192,3
14254575,6096495,Secure Hash,java,0.9712618,3
14284458,6096495,Secure Hash,java,0.97220314,3
14287646,6096495,Secure Hash,java,0.9747001,3
14288306,6096495,Secure Hash,java,0.9767753,3
14293059,6096495,Secure Hash,java,0.94828546,3
14297060,6096495,Secure Hash,java,0.9662791,3
14297380,6096495,Secure Hash,java,0.97540605,3
14303294,6096495,Secure Hash,java,0.9784187,3
14318467,6096495,Secure Hash,java,0.9553442,3
14322332,6096495,Secure Hash,java,0.9545605,3
14324112,6096495,Secure Hash,java,0.9449594,3
14333733,6096495,Secure Hash,java,0.95497,3
14338365,6096495,Secure Hash,java,0.9608374,3
14350198,6096495,Secure Hash,java,0.9481674,3
14356579,6096495,Secure Hash,java,0.9506373,3
14370985,6096495,Secure Hash,java,0.9731334,3
14373268,6096495,Secure Hash,java,0.97490686,3
14386499,6096495,Secure Hash,java,0.9785383,3
14412812,6096495,Secure Hash,java,0.96914244,3
14419083,6096495,Secure Hash,java,0.9741412,3
14430650,6096495,Secure Hash,java,0.9770005,3
14440431,6096495,Secure Hash,java,0.96496683,3
14473711,6096495,Secure Hash,java,0.9702978,3
14479581,6096495,Secure Hash,java,0.9716379,3
14483567,6096495,Secure Hash,java,0.9638018,3
14511387,6096495,Secure Hash,java,0.9549068,3
14548505,6096495,Secure Hash,java,0.9507712,3
14548507,6096495,Secure Hash,java,0.9608374,3
14567939,6096495,Secure Hash,java,0.97519374,3
14616047,6096495,Secure Hash,java,0.9569406,3
14624541,6096495,Secure Hash,java,0.9597644,3
14629479,6096495,Secure Hash,java,0.9792346,3
14629480,6096495,Secure Hash,java,0.95247406,3
14638475,6096495,Secure Hash,java,0.97439104,3
14675462,6096495,Secure Hash,java,0.97763515,3
14675463,6096495,Secure Hash,java,0.97763515,3
14691829,6096495,Secure Hash,java,0.97512347,3
14696592,6096495,Secure Hash,java,0.9707361,3
14713986,6096495,Secure Hash,java,0.9756442,3
14733077,6096495,Secure Hash,java,0.97213036,3
14733078,6096495,Secure Hash,java,0.9635366,3
14742330,6096495,Secure Hash,java,0.97749126,3
14785308,6096495,Secure Hash,java,0.96146274,3
14789933,6096495,Secure Hash,java,0.9791373,3
14794404,6096495,Secure Hash,java,0.972407,3
14820302,6096495,Secure Hash,java,0.94599634,3
14820646,6096495,Secure Hash,java,0.9722108,3
14823836,6096495,Secure Hash,java,0.95085716,3
14832930,6096495,Secure Hash,java,0.9755397,3
14843583,6096495,Secure Hash,java,0.9532759,3
14849002,6096495,Secure Hash,java,0.9785383,3
14856221,6096495,Secure Hash,java,0.9544263,3
14863753,6096495,Secure Hash,java,0.96865344,3
14865947,6096495,Secure Hash,java,0.9412322,3
14878300,6096495,Secure Hash,java,0.9565736,3
14887616,6096495,Secure Hash,java,0.95218945,3
14915965,6096495,Secure Hash,java,0.94999975,3
14918000,6096495,Secure Hash,java,0.9476987,3
14923488,6096495,Secure Hash,java,0.9785688,3
14928023,6096495,Secure Hash,java,0.97595525,3
14945924,6096495,Secure Hash,java,0.97678864,3
14956500,6096495,Secure Hash,java,0.94606584,3
14957786,6096495,Secure Hash,java,0.98102033,3
14960576,6096495,Secure Hash,java,0.96614146,3
14975464,6096495,Secure Hash,java,0.9503953,3
14996759,6096495,Secure Hash,java,0.9739815,3
15018553,6096495,Secure Hash,java,0.96790093,3
15051083,6096495,Secure Hash,java,0.9621761,3
15057561,6096495,Secure Hash,java,0.97808224,3
15085673,6096495,Secure Hash,java,0.95653975,3
15087907,6096495,Secure Hash,java,0.974251,3
15088608,6096495,Secure Hash,java,0.977764,3
15106774,6096495,Secure Hash,java,0.9468828,3
15143217,6096495,Secure Hash,java,0.9624646,3
15144864,6096495,Secure Hash,java,0.97540194,3
15145907,6096495,Secure Hash,java,0.9456816,3
15166511,6096495,Secure Hash,java,0.95218945,3
15202804,6096495,Secure Hash,java,0.96475667,3
15202805,6096495,Secure Hash,java,0.960492,3
15256957,6096495,Secure Hash,java,0.9567143,3
15260218,6096495,Secure Hash,java,0.9724124,3
15286502,6096495,Secure Hash,java,0.9741685,3
