clone_code_id,base_code_id,task,clone_language,similarity_score,domain,subdomain,clone_type,clone_sub_type
tcob_2_2,tcob,100 prisoners,python,0.9907625,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Data Types
tcob_2_3,tcob,100 prisoners,python,0.9921542,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Function Names
tcob_3_1,tcob,100 prisoners,python,0.99293315,Puzzles and Games,Logic and Mathematical Puzzles,T3,Added Statements
tcob_3_2,tcob,100 prisoners,python,0.9918983,Puzzles and Games,Logic and Mathematical Puzzles,T3,Removed Statements
tcob_3_3,tcob,100 prisoners,python,0.9941207,Puzzles and Games,Logic and Mathematical Puzzles,T3,Reordered Statements
tcob_3_4,tcob,100 prisoners,python,0.99330336,Puzzles and Games,Logic and Mathematical Puzzles,T3,Control Flow Modifications
tcob_4_1,tcob,100 prisoners,python,0.98583305,Puzzles and Games,Logic and Mathematical Puzzles,T4,Same Language
tcob_4_2,tcob,100 prisoners,javascript,0.8925638,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
tcob_4_2,tcob,100 prisoners,java,0.83412075,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
tcob_4_2,tcob,100 prisoners,go,0.92211187,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
tcob_4_2,tcob,100 prisoners,ruby,0.88402236,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
hjrd_1_1,hjrd,15 puzzle game,python,0.9996673,Puzzles and Games,Game Development,T1,Identical Clone
hjrd_1_2,hjrd,15 puzzle game,python,0.98942626,Puzzles and Games,Game Development,T1,Different Whitespaces
hjrd_1_3,hjrd,15 puzzle game,python,0.9885116,Puzzles and Games,Game Development,T1,Different Comments
hjrd_1_4,hjrd,15 puzzle game,python,0.99435157,Puzzles and Games,Game Development,T1,Different Formatting
hjrd_2_1,hjrd,15 puzzle game,python,0.9721424,Puzzles and Games,Game Development,T2,Different Variable Names
hjrd_2_2,hjrd,15 puzzle game,python,0.9937032,Puzzles and Games,Game Development,T2,Different Data Types
hjrd_2_3,hjrd,15 puzzle game,python,0.99189305,Puzzles and Games,Game Development,T2,Different Function Names
hjrd_3_1,hjrd,15 puzzle game,python,0.9901099,Puzzles and Games,Game Development,T3,Added Statements
hjrd_3_2,hjrd,15 puzzle game,python,0.98390436,Puzzles and Games,Game Development,T3,Removed Statements
hjrd_3_3,hjrd,15 puzzle game,python,0.99266946,Puzzles and Games,Game Development,T3,Reordered Statements
hjrd_3_4,hjrd,15 puzzle game,python,0.9785748,Puzzles and Games,Game Development,T3,Control Flow Modifications
hjrd_4_1,hjrd,15 puzzle game,python,0.9786285,Puzzles and Games,Game Development,T4,Same Language
hjrd_4_2,hjrd,15 puzzle game,javascript,0.8652335,Puzzles and Games,Game Development,T4,Different Language
hjrd_4_2,hjrd,15 puzzle game,java,0.7506119,Puzzles and Games,Game Development,T4,Different Language
hjrd_4_2,hjrd,15 puzzle game,go,0.8763573,Puzzles and Games,Game Development,T4,Different Language
hjrd_4_2,hjrd,15 puzzle game,ruby,0.89226216,Puzzles and Games,Game Development,T4,Different Language
hjrd_4_2,hjrd,15 puzzle game,php,0.8002826,Puzzles and Games,Game Development,T4,Different Language
r7fi_1_1,r7fi,2048,python,0.99998957,Puzzles and Games,Game Development,T1,Identical Clone
r7fi_1_2,r7fi,2048,python,0.94709057,Puzzles and Games,Game Development,T1,Different Whitespaces
r7fi_1_3,r7fi,2048,python,0.99353933,Puzzles and Games,Game Development,T1,Different Comments
r7fi_1_4,r7fi,2048,python,0.9564505,Puzzles and Games,Game Development,T1,Different Formatting
r7fi_2_1,r7fi,2048,python,0.9699804,Puzzles and Games,Game Development,T2,Different Variable Names
r7fi_2_2,r7fi,2048,python,0.9830493,Puzzles and Games,Game Development,T2,Different Data Types
r7fi_2_3,r7fi,2048,python,0.9892608,Puzzles and Games,Game Development,T2,Different Function Names
r7fi_3_1,r7fi,2048,python,0.9560393,Puzzles and Games,Game Development,T3,Added Statements
r7fi_3_2,r7fi,2048,python,0.953877,Puzzles and Games,Game Development,T3,Removed Statements
r7fi_3_3,r7fi,2048,python,0.99181324,Puzzles and Games,Game Development,T3,Reordered Statements
r7fi_3_4,r7fi,2048,python,0.9856317,Puzzles and Games,Game Development,T3,Control Flow Modifications
r7fi_4_1,r7fi,2048,python,0.9535012,Puzzles and Games,Game Development,T4,Same Language
r7fi_4_2,r7fi,2048,javascript,0.84863186,Puzzles and Games,Game Development,T4,Different Language
r7fi_4_2,r7fi,2048,java,0.7070106,Puzzles and Games,Game Development,T4,Different Language
r7fi_4_2,r7fi,2048,go,0.81565,Puzzles and Games,Game Development,T4,Different Language
r7fi_4_2,r7fi,2048,ruby,0.85011786,Puzzles and Games,Game Development,T4,Different Language
r7fi_4_2,r7fi,2048,php,0.7724073,Puzzles and Games,Game Development,T4,Different Language
969e_1_1,969e,21 game,python,0.9998699,Puzzles and Games,Game Development,T1,Identical Clone
969e_1_2,969e,21 game,python,0.9947201,Puzzles and Games,Game Development,T1,Different Whitespaces
969e_1_3,969e,21 game,python,0.9964516,Puzzles and Games,Game Development,T1,Different Comments
969e_1_4,969e,21 game,python,0.97208977,Puzzles and Games,Game Development,T1,Different Formatting
969e_2_1,969e,21 game,python,0.9845766,Puzzles and Games,Game Development,T2,Different Variable Names
969e_2_2,969e,21 game,python,0.99768376,Puzzles and Games,Game Development,T2,Different Data Types
969e_2_3,969e,21 game,python,0.9956763,Puzzles and Games,Game Development,T2,Different Function Names
969e_3_1,969e,21 game,python,0.99746376,Puzzles and Games,Game Development,T3,Added Statements
969e_3_2,969e,21 game,python,0.9967386,Puzzles and Games,Game Development,T3,Removed Statements
969e_3_3,969e,21 game,python,0.9993853,Puzzles and Games,Game Development,T3,Reordered Statements
969e_3_4,969e,21 game,python,0.9916725,Puzzles and Games,Game Development,T3,Control Flow Modifications
969e_4_1,969e,21 game,python,0.9055228,Puzzles and Games,Game Development,T4,Same Language
969e_4_2,969e,21 game,javascript,0.88043636,Puzzles and Games,Game Development,T4,Different Language
969e_4_2,969e,21 game,java,0.82304084,Puzzles and Games,Game Development,T4,Different Language
969e_4_2,969e,21 game,go,0.85925686,Puzzles and Games,Game Development,T4,Different Language
969e_4_2,969e,21 game,ruby,0.87053746,Puzzles and Games,Game Development,T4,Different Language
969e_4_2,969e,21 game,php,0.83214605,Puzzles and Games,Game Development,T4,Different Language
eyn3_1_1,eyn3,24 game,python,0.9999937,Puzzles and Games,Logic and Mathematical Puzzles,T1,Identical Clone
eyn3_1_2,eyn3,24 game,python,0.9857619,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Whitespaces
eyn3_1_3,eyn3,24 game,python,0.9821048,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Comments
eyn3_1_4,eyn3,24 game,python,0.98264146,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Formatting
eyn3_2_1,eyn3,24 game,python,0.9754474,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Variable Names
eyn3_2_2,eyn3,24 game,python,0.9837326,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Data Types
eyn3_2_3,eyn3,24 game,python,0.9792457,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Function Names
eyn3_3_1,eyn3,24 game,python,0.9847915,Puzzles and Games,Logic and Mathematical Puzzles,T3,Added Statements
eyn3_3_2,eyn3,24 game,python,0.9830397,Puzzles and Games,Logic and Mathematical Puzzles,T3,Removed Statements
eyn3_3_3,eyn3,24 game,python,0.9835112,Puzzles and Games,Logic and Mathematical Puzzles,T3,Reordered Statements
eyn3_3_4,eyn3,24 game,python,0.98410034,Puzzles and Games,Logic and Mathematical Puzzles,T3,Control Flow Modifications
eyn3_4_1,eyn3,24 game,python,0.9650701,Puzzles and Games,Logic and Mathematical Puzzles,T4,Same Language
eyn3_4_2,eyn3,24 game,javascript,0.9523486,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
eyn3_4_2,eyn3,24 game,java,0.83114487,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
eyn3_4_2,eyn3,24 game,go,0.832898,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
eyn3_4_2,eyn3,24 game,ruby,0.92456037,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
eyn3_4_2,eyn3,24 game,php,0.9386704,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
3pht_1_1,3pht,24 game/Solve,python,0.99999833,Puzzles and Games,Puzzle Solving Algorithms,T1,Identical Clone
3pht_1_2,3pht,24 game/Solve,python,0.8618946,Puzzles and Games,Puzzle Solving Algorithms,T1,Different Whitespaces
3pht_1_3,3pht,24 game/Solve,python,0.98105323,Puzzles and Games,Puzzle Solving Algorithms,T1,Different Comments
3pht_1_4,3pht,24 game/Solve,python,0.98998344,Puzzles and Games,Puzzle Solving Algorithms,T1,Different Formatting
3pht_2_1,3pht,24 game/Solve,python,0.97836685,Puzzles and Games,Puzzle Solving Algorithms,T2,Different Variable Names
3pht_2_2,3pht,24 game/Solve,python,0.97408813,Puzzles and Games,Puzzle Solving Algorithms,T2,Different Data Types
3pht_2_3,3pht,24 game/Solve,python,0.9785594,Puzzles and Games,Puzzle Solving Algorithms,T2,Different Function Names
3pht_3_1,3pht,24 game/Solve,python,0.9793291,Puzzles and Games,Puzzle Solving Algorithms,T3,Added Statements
3pht_3_2,3pht,24 game/Solve,python,0.96936613,Puzzles and Games,Puzzle Solving Algorithms,T3,Removed Statements
3pht_3_3,3pht,24 game/Solve,python,0.9793364,Puzzles and Games,Puzzle Solving Algorithms,T3,Reordered Statements
3pht_3_4,3pht,24 game/Solve,python,0.9784965,Puzzles and Games,Puzzle Solving Algorithms,T3,Control Flow Modifications
3pht_4_1,3pht,24 game/Solve,python,0.9614216,Puzzles and Games,Puzzle Solving Algorithms,T4,Same Language
3pht_4_2,3pht,24 game/Solve,javascript,0.79450154,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
3pht_4_2,3pht,24 game/Solve,java,0.79926986,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
3pht_4_2,3pht,24 game/Solve,go,0.80080557,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
3pht_4_2,3pht,24 game/Solve,ruby,0.91621304,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
3iey_1_1,3iey,4-rings or 4-squares puzzle,python,0.99999857,Puzzles and Games,Logic and Mathematical Puzzles,T1,Identical Clone
3iey_1_2,3iey,4-rings or 4-squares puzzle,python,0.99725634,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Whitespaces
3iey_1_3,3iey,4-rings or 4-squares puzzle,python,0.99785256,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Comments
3iey_1_4,3iey,4-rings or 4-squares puzzle,python,0.9849682,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Formatting
3iey_2_1,3iey,4-rings or 4-squares puzzle,python,0.9793765,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Variable Names
3iey_2_2,3iey,4-rings or 4-squares puzzle,python,0.9930843,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Data Types
3iey_2_3,3iey,4-rings or 4-squares puzzle,python,0.9963386,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Function Names
3iey_3_1,3iey,4-rings or 4-squares puzzle,python,0.9961889,Puzzles and Games,Logic and Mathematical Puzzles,T3,Added Statements
3iey_3_2,3iey,4-rings or 4-squares puzzle,python,0.9936099,Puzzles and Games,Logic and Mathematical Puzzles,T3,Removed Statements
3iey_3_3,3iey,4-rings or 4-squares puzzle,python,0.9981597,Puzzles and Games,Logic and Mathematical Puzzles,T3,Reordered Statements
3iey_3_4,3iey,4-rings or 4-squares puzzle,python,0.9790318,Puzzles and Games,Logic and Mathematical Puzzles,T3,Control Flow Modifications
3iey_4_1,3iey,4-rings or 4-squares puzzle,python,0.9858366,Puzzles and Games,Logic and Mathematical Puzzles,T4,Same Language
3iey_4_2,3iey,4-rings or 4-squares puzzle,javascript,0.77107036,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
3iey_4_2,3iey,4-rings or 4-squares puzzle,java,0.82945454,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
3iey_4_2,3iey,4-rings or 4-squares puzzle,go,0.90279233,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
3iey_4_2,3iey,4-rings or 4-squares puzzle,ruby,0.9504459,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
6m44_1_1,6m44,9 billion names of God the integer,python,0.9999974,Puzzles and Games,Logic and Mathematical Puzzles,T1,Identical Clone
6m44_1_2,6m44,9 billion names of God the integer,python,0.9920827,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Whitespaces
6m44_1_3,6m44,9 billion names of God the integer,python,0.9994062,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Comments
6m44_1_4,6m44,9 billion names of God the integer,python,0.99521583,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Formatting
6m44_2_1,6m44,9 billion names of God the integer,python,0.98051435,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Variable Names
6m44_2_2,6m44,9 billion names of God the integer,python,0.99763703,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Data Types
6m44_2_3,6m44,9 billion names of God the integer,python,0.9957495,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Function Names
6m44_3_1,6m44,9 billion names of God the integer,python,0.99910295,Puzzles and Games,Logic and Mathematical Puzzles,T3,Added Statements
6m44_3_2,6m44,9 billion names of God the integer,python,0.9994062,Puzzles and Games,Logic and Mathematical Puzzles,T3,Removed Statements
6m44_3_3,6m44,9 billion names of God the integer,python,0.9994062,Puzzles and Games,Logic and Mathematical Puzzles,T3,Reordered Statements
6m44_3_4,6m44,9 billion names of God the integer,python,0.9947808,Puzzles and Games,Logic and Mathematical Puzzles,T3,Control Flow Modifications
6m44_4_1,6m44,9 billion names of God the integer,python,0.9950023,Puzzles and Games,Logic and Mathematical Puzzles,T4,Same Language
6m44_4_2,6m44,9 billion names of God the integer,javascript,0.9294021,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
6m44_4_2,6m44,9 billion names of God the integer,java,0.8151841,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
6m44_4_2,6m44,9 billion names of God the integer,go,0.8061564,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
6m44_4_2,6m44,9 billion names of God the integer,ruby,0.9414196,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
xzti_1_1,xzti,A+B,python,0.999998,Puzzles and Games,Logic and Mathematical Puzzles,T1,Identical Clone
xzti_1_2,xzti,A+B,python,0.9991199,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Whitespaces
xzti_1_3,xzti,A+B,python,0.99845743,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Comments
xzti_1_4,xzti,A+B,python,0.9992076,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Formatting
xzti_2_1,xzti,A+B,python,0.9979391,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Variable Names
xzti_2_2,xzti,A+B,python,0.99973416,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Data Types
xzti_2_3,xzti,A+B,python,0.9979391,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Function Names
xzti_3_1,xzti,A+B,python,0.997213,Puzzles and Games,Logic and Mathematical Puzzles,T3,Added Statements
xzti_3_2,xzti,A+B,python,0.9997572,Puzzles and Games,Logic and Mathematical Puzzles,T3,Removed Statements
xzti_3_3,xzti,A+B,python,0.99896634,Puzzles and Games,Logic and Mathematical Puzzles,T3,Reordered Statements
xzti_3_4,xzti,A+B,python,0.9896425,Puzzles and Games,Logic and Mathematical Puzzles,T3,Control Flow Modifications
xzti_4_1,xzti,A+B,python,0.99011433,Puzzles and Games,Logic and Mathematical Puzzles,T4,Same Language
xzti_4_2,xzti,A+B,javascript,0.92789996,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
xzti_4_2,xzti,A+B,java,0.94083184,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
xzti_4_2,xzti,A+B,go,0.9685856,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
xzti_4_2,xzti,A+B,ruby,0.9788767,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
xzti_4_2,xzti,A+B,php,0.9745517,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
5asq_1_1,5asq,ABC problem,python,0.9995966,Puzzles and Games,Logic and Mathematical Puzzles,T1,Identical Clone
5asq_1_2,5asq,ABC problem,python,0.96196693,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Whitespaces
5asq_1_3,5asq,ABC problem,python,0.9866367,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Comments
5asq_1_4,5asq,ABC problem,python,0.98291916,Puzzles and Games,Logic and Mathematical Puzzles,T1,Different Formatting
5asq_2_1,5asq,ABC problem,python,0.9760067,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Variable Names
5asq_2_2,5asq,ABC problem,python,0.9786205,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Data Types
5asq_2_3,5asq,ABC problem,python,0.98651665,Puzzles and Games,Logic and Mathematical Puzzles,T2,Different Function Names
5asq_3_1,5asq,ABC problem,python,0.9840956,Puzzles and Games,Logic and Mathematical Puzzles,T3,Added Statements
5asq_3_2,5asq,ABC problem,python,0.982198,Puzzles and Games,Logic and Mathematical Puzzles,T3,Removed Statements
5asq_3_3,5asq,ABC problem,python,0.9856524,Puzzles and Games,Logic and Mathematical Puzzles,T3,Reordered Statements
5asq_3_4,5asq,ABC problem,python,0.9860688,Puzzles and Games,Logic and Mathematical Puzzles,T3,Control Flow Modifications
5asq_4_1,5asq,ABC problem,python,0.977469,Puzzles and Games,Logic and Mathematical Puzzles,T4,Same Language
5asq_4_2,5asq,ABC problem,javascript,0.9190835,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
5asq_4_2,5asq,ABC problem,java,0.90636766,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
5asq_4_2,5asq,ABC problem,go,0.8978219,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
5asq_4_2,5asq,ABC problem,ruby,0.9231304,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
5asq_4_2,5asq,ABC problem,php,0.8909192,Puzzles and Games,Logic and Mathematical Puzzles,T4,Different Language
gweq_1_1,gweq,AKS test for primes,python,0.99999785,Mathematics,Number Theory,T1,Identical Clone
gweq_1_2,gweq,AKS test for primes,python,0.99624455,Mathematics,Number Theory,T1,Different Whitespaces
gweq_1_3,gweq,AKS test for primes,python,0.996722,Mathematics,Number Theory,T1,Different Comments
gweq_1_4,gweq,AKS test for primes,python,0.98881996,Mathematics,Number Theory,T1,Different Formatting
gweq_2_1,gweq,AKS test for primes,python,0.97976345,Mathematics,Number Theory,T2,Different Variable Names
gweq_2_2,gweq,AKS test for primes,python,0.98654044,Mathematics,Number Theory,T2,Different Data Types
gweq_2_3,gweq,AKS test for primes,python,0.9848916,Mathematics,Number Theory,T2,Different Function Names
gweq_3_1,gweq,AKS test for primes,python,0.9928304,Mathematics,Number Theory,T3,Added Statements
gweq_3_2,gweq,AKS test for primes,python,0.993624,Mathematics,Number Theory,T3,Removed Statements
gweq_3_3,gweq,AKS test for primes,python,0.99357456,Mathematics,Number Theory,T3,Reordered Statements
gweq_3_4,gweq,AKS test for primes,python,0.9919457,Mathematics,Number Theory,T3,Control Flow Modifications
gweq_4_1,gweq,AKS test for primes,python,0.99078137,Mathematics,Number Theory,T4,Same Language
gweq_4_2,gweq,AKS test for primes,javascript,0.82683843,Mathematics,Number Theory,T4,Different Language
gweq_4_2,gweq,AKS test for primes,java,0.88203955,Mathematics,Number Theory,T4,Different Language
gweq_4_2,gweq,AKS test for primes,go,0.8361922,Mathematics,Number Theory,T4,Different Language
gweq_4_2,gweq,AKS test for primes,ruby,0.9380293,Mathematics,Number Theory,T4,Different Language
41u1_1_1,41u1,ASCII art diagram converter,python,0.99990475,Puzzles and Games,Puzzle Solving Algorithms,T1,Identical Clone
41u1_1_2,41u1,ASCII art diagram converter,python,0.9921957,Puzzles and Games,Puzzle Solving Algorithms,T1,Different Whitespaces
41u1_1_3,41u1,ASCII art diagram converter,python,0.9915998,Puzzles and Games,Puzzle Solving Algorithms,T1,Different Comments
41u1_1_4,41u1,ASCII art diagram converter,python,0.99253166,Puzzles and Games,Puzzle Solving Algorithms,T1,Different Formatting
41u1_2_1,41u1,ASCII art diagram converter,python,0.9583931,Puzzles and Games,Puzzle Solving Algorithms,T2,Different Variable Names
41u1_2_2,41u1,ASCII art diagram converter,python,0.9866016,Puzzles and Games,Puzzle Solving Algorithms,T2,Different Data Types
41u1_2_3,41u1,ASCII art diagram converter,python,0.991605,Puzzles and Games,Puzzle Solving Algorithms,T2,Different Function Names
41u1_3_1,41u1,ASCII art diagram converter,python,0.9890398,Puzzles and Games,Puzzle Solving Algorithms,T3,Added Statements
41u1_3_2,41u1,ASCII art diagram converter,python,0.9859917,Puzzles and Games,Puzzle Solving Algorithms,T3,Removed Statements
41u1_3_3,41u1,ASCII art diagram converter,python,0.9891876,Puzzles and Games,Puzzle Solving Algorithms,T3,Reordered Statements
41u1_3_4,41u1,ASCII art diagram converter,python,0.98548234,Puzzles and Games,Puzzle Solving Algorithms,T3,Control Flow Modifications
41u1_4_1,41u1,ASCII art diagram converter,python,0.988662,Puzzles and Games,Puzzle Solving Algorithms,T4,Same Language
41u1_4_2,41u1,ASCII art diagram converter,javascript,0.89138806,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
41u1_4_2,41u1,ASCII art diagram converter,java,0.87852633,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
41u1_4_2,41u1,ASCII art diagram converter,go,0.9075267,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
41u1_4_2,41u1,ASCII art diagram converter,ruby,0.79096544,Puzzles and Games,Puzzle Solving Algorithms,T4,Different Language
nuaj_1_1,nuaj,"Abbreviations, automatic",python,0.9999988,Text Processing,String Manipulation,T1,Identical Clone
nuaj_1_2,nuaj,"Abbreviations, automatic",python,0.97123027,Text Processing,String Manipulation,T1,Different Whitespaces
nuaj_1_3,nuaj,"Abbreviations, automatic",python,0.9966144,Text Processing,String Manipulation,T1,Different Comments
nuaj_1_4,nuaj,"Abbreviations, automatic",python,0.9968297,Text Processing,String Manipulation,T1,Different Formatting
nuaj_2_1,nuaj,"Abbreviations, automatic",python,0.9701042,Text Processing,String Manipulation,T2,Different Variable Names
nuaj_2_2,nuaj,"Abbreviations, automatic",python,0.9959825,Text Processing,String Manipulation,T2,Different Data Types
nuaj_2_3,nuaj,"Abbreviations, automatic",python,0.9840987,Text Processing,String Manipulation,T2,Different Function Names
nuaj_3_1,nuaj,"Abbreviations, automatic",python,0.99581885,Text Processing,String Manipulation,T3,Added Statements
nuaj_3_2,nuaj,"Abbreviations, automatic",python,0.9965149,Text Processing,String Manipulation,T3,Removed Statements
nuaj_3_3,nuaj,"Abbreviations, automatic",python,0.9967816,Text Processing,String Manipulation,T3,Reordered Statements
nuaj_3_4,nuaj,"Abbreviations, automatic",python,0.9942461,Text Processing,String Manipulation,T3,Control Flow Modifications
nuaj_4_1,nuaj,"Abbreviations, automatic",python,0.97677284,Text Processing,String Manipulation,T4,Same Language
nuaj_4_2,nuaj,"Abbreviations, automatic",javascript,0.90334296,Text Processing,String Manipulation,T4,Different Language
nuaj_4_2,nuaj,"Abbreviations, automatic",java,0.8528671,Text Processing,String Manipulation,T4,Different Language
nuaj_4_2,nuaj,"Abbreviations, automatic",go,0.86780345,Text Processing,String Manipulation,T4,Different Language
nuaj_4_2,nuaj,"Abbreviations, automatic",ruby,0.9312403,Text Processing,String Manipulation,T4,Different Language
6mvc_1_1,6mvc,"Abbreviations, easy",python,0.9999981,Text Processing,String Manipulation,T1,Identical Clone
6mvc_1_2,6mvc,"Abbreviations, easy",python,0.9950195,Text Processing,String Manipulation,T1,Different Whitespaces
6mvc_1_3,6mvc,"Abbreviations, easy",python,0.9950195,Text Processing,String Manipulation,T1,Different Comments
6mvc_1_4,6mvc,"Abbreviations, easy",python,0.9944321,Text Processing,String Manipulation,T1,Different Formatting
6mvc_2_1,6mvc,"Abbreviations, easy",python,0.996156,Text Processing,String Manipulation,T2,Different Variable Names
6mvc_2_2,6mvc,"Abbreviations, easy",python,0.9957252,Text Processing,String Manipulation,T2,Different Data Types
6mvc_2_3,6mvc,"Abbreviations, easy",python,0.9933177,Text Processing,String Manipulation,T2,Different Function Names
6mvc_3_1,6mvc,"Abbreviations, easy",python,0.99433076,Text Processing,String Manipulation,T3,Added Statements
6mvc_3_2,6mvc,"Abbreviations, easy",python,0.99452895,Text Processing,String Manipulation,T3,Removed Statements
